,position,name,score,ratings,category,price_range,full_address,zip_code,lat,lng,is_food
77,4,Cracker Barrel Old Country Store  901 Fieldstown Road ,4.4,64,"Burgers, American, Sandwiches, Family Meals",1,"901 Fieldstown Road, Gardendale, AL, 35071",35071,33.6478117,-86.8307827,1
2912,269,Big Mario's Pizza,4.8,37,"Pizza, Vegetarian Friendly, Salads, Healthy",1,"4350 Leary Way NW, Seattle, WA, 98107",98107,47.6601477,-122.3655913,1
7602,2,Taco Bell  710 Auburn Way S ,4.4,200,"Burritos, Fast Food, Mexican",1,"710, Auburn, WA, 98002",98002,47.3006214,-122.2240059,1
8234,13,Jersey Mike Subs  1855 S Pleasant Valley Road ,4.7,56,"Sandwich, American",1,"1855 S Pleasant Valley Road, Winchester, VA, 22601",22601,39.1648113,-78.1660189,1
14607,19,"Noodles &amp; Company  4245 S Riverdale Rd, Ste D ",4.6,100,"Healthy, Pasta, Comfort Food, American, Italian, Noodles, Family Meals",1,"4245 S Riverdale Rd Ste D, Ogden, UT, 84405",84405,41.18538,-111.9874333,1
14133,15,Cracker Barrel Old Country Store  460 South 2000 West ,4.1,30,"Burgers, American, Sandwiches, Family Meals",1,"460 South 2000 West, Springville, UT, 84663",84663,40.1604008,-111.65019,1
2335,2,California Tortilla  34-2 West Virginia Way ,4.4,16,"Mexican, New Mexican, Tex Mex",1,"34-2 West Virginia Way, Ranson, WV, 25438",25438,39.3233,-77.85136,1
3175,1,Emerald City Smoothie - Shoreline,4.8,140,"Juice and Smoothies, Breakfast and Brunch, Vegetarian, Healthy",1,"1275 North 205th Street, Seattle, WA, 98133",98133,47.77543194,-122.3431907,1
9001,8,Wings &amp; Things  WAS03-2 ,4.0,56,"Breakfast and Brunch, Donuts",1,"1415 N Danville St, Arlington, VA, 22201",22201,38.8889023,-77.0906102,1
2154,5,Taco Bell  2081 East Grand Avenue ,4.7,53,"Burritos, Fast Food, Mexican",1,"2081 East Grand Avenue, Lindenhurst, IL, 60046",60046,42.4082697,-88.0313339,1
6936,12,Pizza Hut  1800 SE Mile Hill Dr Ste 120 ,4.2,12,"Fast Food, Italian, pizza, wings",1,"1800 SE Mile Hill Dr Ste 120, Port Orchard, WA, 98366",98366,47.53342,-122.62095,1
422,24,Marco's Pizza  160 Cotton Creek Dr. ,4.4,22,"American, pizza, Salads, Italian, Sandwich, pizza, Sandwich",1,"160 Cotton Creek Dr., Gulf Shores, AL, 30252",30252,30.29726,-87.68238,1
11978,47,America's Best Wings  4020 Victory ,4.5,66,"Wings, American, Fast Food, Family Meals",1,"4020 victory Blvd, Suite-05, Portsmouth, VA, 23701",23701,36.8101773,-76.35632,1
10690,54,Popeyes  12218 Leesburg Pike ,4.4,142,"American, Chicken, Family Meals, Fried Chicken, Comfort Food",1,"12218 Leesburg Pike, Herndon, VA, 20170",20170,39.014701,-77.3706972,1
3890,37,Great Taste Restaurant,4.4,48,"Chinese, Asian, Asian Fusion",1,"8101 NE Parkway Dr, Vancouver, WA, 98662",98662,45.65581,-122.58977,1
4957,102,The Original Pancake House - 601 S Pine St,4.7,200,"American, Breakfast and Brunch, Desserts, Family Friendly, Group Friendly",1,"601 S Pine St, Tacoma, WA, 98405",98405,47.2551496,-122.4734012,1
13014,5,Taco Bell  1039 W Mercury Blvd ,4.1,167,"Burritos, Fast Food, Mexican",1,"1039 W Mercury Blvd, Hampton, VA, 23666",23666,37.0426992,-76.3812372,1
14427,102,Greek Souvlaki  West Valley ,4.8,82,"Mediterranean, Greek, Vegetarian, Family Meals, Healthy",1,"2192 W 3500 S, West Valley City, UT, 84119",84119,40.69701,-111.946278,1
8321,6,Tropical Smoothie Cafe  4920 Monticello Ave ,4.9,57,"Juice and Smoothies, Healthy, Chicken, Kids Friendly, Comfort Food, Fast Food",1,"4920 Monticello Ave, Williamsburg, VA, 23188",23188,37.2725844,-76.7552733,1
3912,20,Seize The Bagel  Cascade Park ,4.8,62,"Sandwiches, American, Healthy",1,"13215 SE Mill Plain Blvd, Vancouver, WA, 98683",98683,45.61864,-122.53588,1
13713,65,Banana Blossom Bistro  Union Market ,4.8,17,"Sandwiches, American, Healthy",1,"1309 5th Street Northeast, Washington, DC, 20002",20002,38.90846435,-76.9970552,1
4066,40,Round Table Pizza  15730 1st Ave S ,4.8,57,Pizza,1,"15730 1st Ave S, Burien, WA, 98148",98148,47.4617337,-122.3336138,1
6511,180,Spice King,4.7,75,"Indian, Vegetarian, Asian",1,"213 Pike St, Seattle, WA, 98101",98101,47.60945,-122.33814,1
2862,126,Chicago's Pizza With a Twist - Lynnwood,4.2,37,"Pizza, American, Italian",1,"20925 Cypress Way Suite 2, Lynnwood, WA, 98036",98036,47.8083434,-122.2598333,1
14981,129,Chipotle Mexican Grill  10387 S State St ,4.2,52,"Healthy, Mexican",1,"10387 S State St, Sandy, UT, 84070",84070,40.5625042,-111.8904502,1
13860,23,Mellow Mushroom  3500 Lee Highway ,4.6,17,"Salads, Pizza, Sandwich",1,"3500 Lee Highway, Bristol, VA, 24202",24202,36.63738,-82.11614,1
7914,128,Rikkos Peruvian Chicken,4.4,47,"Kosher, Healthy, American",1,"9876 Liberia Ave, Manassas, VA, 20110",20110,38.7435513,-77.4512524,1
12896,2,Burger King  36061 Goodwin Drive ,4.2,10,"American, burger, Fast Food",1,"36061 Goodwin Drive, Locust Grove, VA, 22508",22508,38.34809,-77.74728,1
17347,30,Charleys Cheesesteaks and Wings - Westside Corner - TX,4.5,94,"Sandwich, American, Comfort Food",1,"9521 White Settlement Road, Fort Worth, TX, 76108",76108,32.7606,-97.48168,1
12391,219,Five Guys VA-0625 1071 Virginia Center Pkwy,4.7,64,"American, Burgers",1,"1071 Virginia Center Parkway, Glen Allen, VA, 23059",23059,37.6651836,-77.4597367,1
12355,250,Burger King  5450 Glenside Dr ,4.3,57,"American, burger, Fast Food",1,"5450 Glenside Dr, Richmond, VA, 23228",23228,37.60896,-77.5180056,1
17342,58,Firehouse Subs - Alta Mere,5.0,38,"Sandwich, American",1,"501 Alta Mere Dr, Fort Worth, TX, 76114",76114,32.7523642,-97.4301729,1
1767,23,Marco's Pizza  2271 TRUE LANE ,4.9,13,"pizza, American, Salads, Healthy",1,"2271 True Lane, Green Bay, WI, 54304",54304,44.49252,-88.0726834,1
12165,25,Istanbul Gyro &amp; Kebab,4.2,26,"Salads, Sandwich, Mediterranean, Healthy",1,"723 Monticello Ave, Norfolk, VA, 23510",23510,36.854797,-76.287552,1
3923,4,Taco Bell  3405 NE 3rd Ave ,4.4,123,"Burritos, Fast Food, Mexican",1,"3405 NE 3rd Ave, Camas, WA, 98607",98607,45.5850803,-122.36919,1
11184,66,Jersey Mike's Subs  7262 Mechanicsville Turnpike ,4.8,95,"Sandwich, American",1,"7262, Mechanicsville, VA, 23111",23111,37.6110003,-77.3538826,1
17866,39,Freaking Good Pizza,4.1,13,"Pizza, American, Italian, Alcohol",1,"3515 Sycamore School Road, Fort Worth, TX, 76133",76133,32.6348,-97.37092,1
10189,183,Grill Kabob  Wheaton ,4.1,20,"Mediterranean, Greek, Vegetarian, Healthy",1,"11160 Veirs Mill Road, Silver Springs, MD, 20902",20902,39.0365422,-77.0550627,1
1177,87,Teriyaki Madness   920 South Moorland Road ,4.5,47,"Asian, Korean, Asian Fusion",1,"920 South Moorland Road, Brookfield, WI, 53005",53005,43.0220179,-88.1062549,1
16489,68,Firehouse Subs  The Colonnade III ,4.4,39,American,1,"9961 Interstate 10 Frontage Rd, San Antonio, TX, 78230",78230,29.5359586,-98.565733,1
17772,138,Burger Box,4.7,18,"Burgers, American, Sandwiches",1,"3996 Denton Hwy, Haltom City, TX, 76117",76117,32.8205152,-97.2640241,1
11217,84,Burger King  1736 East Hundred Road ,4.8,15,"American, Burgers, Comfort Food, Family Meals",1,"1736 East Hundred Road, Chester, VA, 23836",23836,37.3355036,-77.3267318,1
4193,45,Red Robin Gourmet Burgers  2233 S 320th St. ,4.3,181,"American, Burgers, Chicken, Group Friendly",1,"31920 Gateway Center Boulevard South, Federal Way, WA, 98003",98003,47.31605,-122.3008,1
13715,170,Butter Chicken Company,4.8,23,"Indian, Vegetarian, Chicken",1,"818 18th Street Northwest, Washington, DC, 20006",20006,38.9009386,-77.0417533,1
1806,23,Qdoba Mexican Eats  1125 W. Winneconne Ave. Unit A ,4.5,36,"Mexican, Bowls, Salads",1,"1125 W. Winneconne Ave. Unit A, Neenah, WI, 54956",54956,44.1757772,-88.4913839,1
15055,58,"Jamba Juice  148 E. 12300 S., Ste. #D ",4.8,11,"Juice and Smoothies, Breakfast and Brunch, Bowls, Healthy",1,"148 E. 12300 S., Ste. #D, Draper, UT, 84020",84020,40.52637,-111.8865963,1
1737,34,"Burger King  5335 Washington Ave, ",4.8,21,"American, burger, Fast Food, Family Meals",1,"5335 Washington Ave, Mount Pleasant, WI, 53406",53406,42.7182138,-87.8420747,1
3574,9,Red Robin Gourmet Burgers  18029 Garden Way NE ,4.5,200,"American, Burgers, Pizza, Group Friendly",1,"18029 Garden Way NE, Woodinville, WA, 98072",98072,47.7576856,-122.1555682,1
12814,177,Jersey Mike's Subs,4.8,41,"Sandwich, American, Kids Friendly",1,"6424 Trading Sq, Haymarket, VA, 20169",20169,38.8166168,-77.6434152,1
8117,31,Taco Bamba  Springfield ,4.8,500,"Mexican, Latin American, New Mexican",1,"6691 Backlick Road, Springfield, VA, 22150",22150,38.77303,-77.18368,1
18334,14,Hopdoddy Burger Bar  Euless ,4.6,145,"American, Family Friendly, Alcohol",1,"1200 Chisholm Trail, Euless, TX, 76039",76039,32.8750153,-97.1016071,1
4564,34,El Burrito Azteca  Sandy Blvd ,4.6,88,"Mexican, Latin American, New Mexican, Alcohol",1,"6728 NE Sandy Blvd, Portland, OR, 97213",97213,45.5462987,-122.5937591,1
427,14,Jersey Mike's Subs  2070 S Mckenzie Street ,4.5,35,"Sandwich, American, Comfort Food",1,"2070 South McKenzie Street, Foley, AL, 36535",36535,30.38404,-87.68354,1
15218,20,Burger King  6658 S 2500 East ,4.6,11,"American, burger, Fast Food, Family Meals",1,"6658 S 2500 East, Uintah, UT, 84405",84405,41.12122,-111.9139,1
6213,26,MOD Pizza  Mukilteo ,4.7,103,"Pizza, Desserts, Salads, American, Healthy, Vegetarian Friendly, Kids Friendly",1,"11706, Mukilteo, WA, 98275",98275,47.8904778,-122.2871076,1
5662,9,Panera Bread 202271,4.6,132,"Breakfast and Brunch, salad, Sandwich, Family Meals, Pizza, Healthy, American, Chicken",1,"9995, Silverdale, WA, 98383",98383,47.6538835,-122.6911565,1
1233,41,Crumbl Cookies  WI - Madison ,4.9,59,"Desserts, Comfort Food",1,"4010 University Ave, Madison, WI, 53705",53705,43.07584,-89.454,1
2648,132,Midnight Cookie Co.  Seattle ,4.9,200,"Desserts, Ice Cream + Frozen Yogurt, Comfort Food, American, Family Meals",1,"1058 N 39th St, Seattle, WA, 98103",98103,47.6540409,-122.3442861,1
1334,16,Sencha Tea Bar- Madison,4.7,30,"Asian, Desserts, Juice and Smoothies, Bubble Tea, Coffee and Tea",1,"430 State Street, Madison, WI, 53703",53703,43.07485,-89.39219,1
2745,18,Kobe Bento Teriyaki,4.7,43,"Asian, Asian Fusion, Korean",1,"18336 Aurora Ave N ste 106, Shoreline, WA, 98133",98133,47.7619137,-122.3441537,1
11572,45,Firehouse Subs  Busy St ,4.7,27,Sandwich,1,"11553 Busy St, Richmond, VA, 23236",23236,37.502526,-77.609252,1
12193,5,Burger King  1000 Tidewater Drive ,4.5,194,"American, burger, Fast Food",1,"1000 Tidewater Drive, Norfolk, VA, 23504",23504,36.8546835,-76.273798,1
19028,173,Flyrite Chicken  Burnet Rd ,5.0,24,"American, Sandwich, Fried Chicken, Chicken, Kids Friendly, Local Specialities",1,"6539 Burnet Rd, Austin, TX, 78757",78757,30.3408587,-97.7383109,1
4351,143,Pizza Guys  64 Northeast Division Street ,5.0,20,"pasta, pizza, Sandwich",1,"64 Northeast Division Street, Gresham, OR, 97030",97030,45.5041964,-122.4302688,1
9419,51,Pimp my Pasta,4.2,22,"Mediterranean, Greek, Vegetarian",1,"209 Swamp Fox Rd, Alexandria, VA, 22314",22314,38.80227,-77.07129,1
8677,3,Umami Burger  WAS03-3 ,4.3,133,"American, Burgers, Sandwiches",1,"1415 N Danville St, Arlington, VA, 22201",22201,38.88917,-77.09035,1
770,270,Roast Coffee Company,4.9,41,"Cafe, Coffee and Tea",1,"2132 E Locust St, Milwaukee, WI, 53211",53211,43.071059,-87.883176,1
9450,55,Elevation Burger  Arlington ,4.4,106,Burgers,1,"2447 N Harrison St, Arlington, VA, 22207",22207,38.897401,-77.138247,1
992,166,Cousin's Subs  552 W. Layton Ave. Suite A ,4.4,18,"Sandwiches, American, Desserts",1,"552 W. Layton Ave., Milwaukee, WI, 53207",53207,42.95961,-87.91857,1
11249,28,Burger King  2680 Market Street ,4.7,14,"American, burger, Fast Food",1,"2680 Market Street, Christiansburg, VA, 24073",24073,37.166522,-80.422012,1
4213,17,Jack in the Box  8407  1127 SW 128th St,4.5,200,"American, burger, Fast Food, Group Friendly",1,"1127 SW 128th St, Burien, WA, 98146",98146,47.4882507,-122.3495892,1
12727,234,Potomac Pizza  Potomac ,4.6,52,"Pizza, Family Friendly",1,"9812 Falls Rd, Potomac, MD, 20854",20854,39.017334,-77.2109,1
5528,22,The Ice Cream Shop ,4.9,15,"Ice Cream + Frozen Yogurt, Desserts, Comfort Food",1,"14857, Tukwila, WA, 98168",98168,47.4690723,-122.2872538,1
14536,106,Jersey Mike's  6985 Park Centre Dr ,4.7,41,"Sandwich, American",1,"6985 Park Centre Dr, Cottonwood Heights, UT, 84121",84121,40.6243083,-111.8511745,1
2586,20,Jack in the Box  3907 Tieton Dr ,4.4,54,"American, burger, Fast Food",1,"3907 Tieton Dr, Yakima, WA, 98902",98902,46.5929051,-120.5612803,1
993,126,Cousins Subs   W156 N5530 Pilgrim Rd. Unit D ,4.8,14,"American, Sandwich, Burgers",1,"W156 N5530 Pilgrim Rd., Menomonee Falls, WI, 53051",53051,43.117775,-88.104722,1
3486,10,Romio's Pizza &amp; Pasta  Redmond ,4.1,63,"Pizza, Italian, Women-owned, Alcohol",1,"16801, Redmond, WA, 98052",98052,47.6716591,-122.1158526,1
17480,50,Marco's Pizza  3601 Maplewood Ave. ,4.5,23,"pizza, Sandwich",1,"3601 Maplewood Ave., Wichita Falls, TX, 76308",76308,33.87532,-98.53012,1
7820,71,Paradise Ice Cream,4.9,47,"Ice Cream &amp; Frozen Yogurt, Comfort Food, Desserts, Black-owned",1,"7702 Backlick Rd, Springfield, VA, 22150",22150,38.7490177,-77.1870804,1
18071,54,Savage Burrito  Camp Bowie ,4.6,130,"Mexican, Burritos, Bowls, Salads",1,"5301 Camp Bowie Blvd, Fort Worth, TX, 76107",76107,32.73423,-97.40121,1
4490,92,Pizza Schmizza  9495 SE 82nd Ave ,3.7,10,"Pizza, American, Italian",1,"9495 SE 82nd Ave, Portland, OR, 97086",97086,45.4543949,-122.5795566,1
9944,279,Sprinkles Potomac,5.0,10,"Ice Cream &amp; Frozen Yogurt, Allergy Friendly, Juice and Smoothies",1,"10148 River Rd, Potomac, MD, 20854",20854,39.0163718,-77.2091488,1
9796,114,Tropical Smoothie Cafe - Shops of Avenir,4.7,95,"JuiceAndSmoothie, Healthy, Fast Food, Juice and Smoothies",1,"2672 Avenir Place, Suite O, Vienna, VA, 22180",22180,38.881926,-77.228873,1
10193,197,True Food Kitchen  Reston Town Center ,4.7,72,"Salads, Pizza, Comfort Food",1,"11901 Democracy Drive, Reston, VA, 20190",20190,38.95766,-77.35733,1
17460,75,Fuzzy's Taco Shop   1217 S Main St ,4.5,34,"Mexican, Latin American, Tacos",1,"1217 S Main St, Weatherford, TX, 76086",76086,32.74477,-97.79713,1
5233,279,Genki Sushi - Renton,4.7,30,"Sushi, Asian, Japanese",1,"365 South Grady Way #B, Renton, WA, 98057",98057,47.47093,-122.21371,1
6805,7,Victorico's Mexican Food  155 N Columbia River Hwy ,4.4,22,"Mexican, Latin American, New Mexican",1,"155 N Columbia River Hwy, Saint Helens, OR, 97051",97051,45.86019,-122.82037,1
13753,36,Taco Bell  3100 14th Street NW ,4.6,500,"Burritos, Fast Food, Mexican",1,"3100 14th Street NW, Washington, DC, 20010",20010,38.92931,-77.03299,1
5650,5,Trapper's Sushi  Silverdale ,4.5,128,"Sushi, Asian, Japanese",1,"11199 PACIFIC CREST PLACE NW, SUITE D110, Silverdale, WA, 98383",98383,47.6636,-122.69631,1
10015,55,Chipotle Mexican Grill  6770 Richmond Hwy ,4.6,226,"Healthy, Mexican, Group Friendly",1,"6770 Richmond Hwy, Alexandria, VA, 22306",22306,38.7706138,-77.0822735,1
12011,21,MOD Pizza  Harbour View ,4.4,52,"Pizza, Desserts, Salads, American, Healthy, Vegetarian Friendly, Kids Friendly",1,"1013 University Blvd, Suffolk, VA, 23435",23435,36.8737975,-76.4226061,1
609,44,Chipotle Mexican Grill  W3198 County Road Kk Ste A ,4.8,70,"Healthy, Mexican",1,"W3198 County Road Kk Ste A, Appleton, WI, 54915",54915,44.244144,-88.348881,1
3587,207,I Love Sushi on Lake Bellevue,4.7,35,"Japanese, Asian, Sushi",1,"23 Lake, Bellevue, WA, 98005",98005,47.6191413,-122.1818008,1
14876,69,Chipotle Mexican Grill  5141 S State St ,4.6,100,"Healthy, Mexican",1,"5141 S State St, Murray, UT, 84107",84107,40.65982,-111.88787,1
12694,62,The Bean Bag,4.9,43,"Sandwiches, Deli, American",1,"1605 East Gude Drive, Rockville, MD, 20850",20850,39.0937145,-77.1325222,1
1437,1,Taco Bell  671 Hometown Circle ,4.8,28,"Burritos, Fast Food, Mexican",1,"671 Hometown Circle, Verona, WI, 53593",53593,42.9942522,-89.5195535,1
11823,97,Manhattan Pizza,4.8,40,"Pizza, Italian, Pasta",1,"647 Potomac Station Dr, Leesburg, VA, 20176",20176,39.0988625,-77.5259477,1
13462,40,Chipotle Mexican Grill  10303 Bristow Center Dr ,4.4,53,"Healthy, Mexican",1,"10303, Bristow, VA, 20136",20136,38.732725,-77.54771,1
2273,3,Taco Bell  300 Gihon Village ,4.3,12,"Burritos, Fast Food, Mexican",1,"300 Gihon Village, Parkersburg, WV, 26101",26101,39.2315322,-81.5417132,1
14257,100,Cosmic Wings  Layton ,4.4,13,"American, Bar Food, Wings, Fast Food, Chicken, Family Meals, Exclusive to Eats, Comfort Food",1,"1622 N. 1000 West, Layton, UT, 84041",84041,41.08378,-111.98765,1
14654,44,Golden Corral Buffet &amp; Grill  42 South River Road ,4.1,11,"Burgers, American, Sandwiches",1,"42 South River Road, St George, UT, 84790",84790,37.10714,-113.5559,1
8778,190,"bb.q Chicken Falls Church, VA",4.8,263,"Wings, Korean, Asian Fusion, Family Meals, Group Friendly",1,"7115 Leesburg Pike, Falls Church, VA, 22043",22043,38.8944765,-77.1920437,1
13,13,"Firehouse Subs  3477  Lowery Parkway, Suite 115 ",4.7,23,"Sandwich, Deli",1,"3477  Lowery Parkway, Suite 115, Fultondale, AL, 35068",35068,33.6052125,-86.8056205,1
5,113,Ruscelli's Food Truck at Mojo Pub,4.7,100,"Italian, Exclusive to Eats",1,"2801 7th Ave S, Birmingham, AL, 35233",35233,33.5111302,-86.7883882,1
18942,65,Firehouse Subs  William Cannon ,4.8,198,"American, Sandwich",1,"4301 W William Cannon Dr, Austin, TX, 78749",78749,30.2214007,-97.8410898,1
9648,38,O'Yummy Sushi,4.6,182,"Asian, Japanese, Sushi, Family Meals",1,"401 N Great Neck Rd, Virginia Beach, VA, 23454",23454,36.845236,-76.0495036,1
12085,25,Chipotle Mexican Grill  12386 Warwick Blvd Ste A ,4.3,89,"Healthy, Mexican",1,"12386 Warwick Blvd Ste A, Newport News, VA, 23606",23606,37.067095,-76.4916287,1
9122,214,Chipotle Mexican Grill  3255 M St Nw ,4.7,149,"Healthy, Mexican",1,"3255 M St Nw, Washington, DC, 20007",20007,38.9054083,-77.0645361,1
2330,15,Taco Bell  919 Dunbar Ave ,4.8,29,"Burritos, Fast Food, Mexican",1,"919, Dunbar, WV, 25064",25064,38.35998,-81.73643,1
5140,55,Evergreen Cafe and Gyros,4.4,73,"Middle Eastern, Mediterranean, Greek, Exclusive to Eats",1,"2413 Harrison Ave NW, Olympia, WA, 98502",98502,47.0457726,-122.9320797,1
13133,44,Chipotle Mexican Grill  1070 Virginia Center Pkwy Ste 101 ,3.4,56,"Healthy, Mexican",1,"1070 Virginia Center Pkwy Ste 101, Glen Allen, VA, 23059",23059,37.6671782,-77.4591917,1
6268,80,Qdoba Mexican Eats  6140 E Lake Sammamish Pkwy Se ,4.7,83,"Mexican, Bowls, Salads",1,"6140 E Lake Sammamish Pkwy Se, Issaquah, WA, 98029",98029,47.5479412,-122.040463,1
9565,19,Chipotle Mexican Grill  5025 Wellington Rd ,4.5,84,"Healthy, Mexican",1,"5025 Wellington Rd, Gainesville, VA, 20155",20155,38.7913836,-77.6069993,1
4698,20,Donatos Pizza  2410 Columbia House Blvd ,3.8,20,"American, burger, Pizza",1,"2410 Columbia House Blvd, Vancouver, WA, 98661",98661,45.61907,-122.64648,1
11519,28,Kung Fu Tea,5.0,30,"Bubble Tea, Coffee and Tea, Juice and Smoothies",1,"10827 W Broad St, Henrico, VA, 23233",23233,37.6465,-77.58232,1
13249,60,Chipotle Mexican Grill  3017 Clarendon Blvd ,4.6,34,"Mexican, Healthy",1,"3017 Clarendon Blvd, Arlington, VA, 22201",22201,38.88742,-77.09439,1
11605,3,Tropical Smoothie Cafe  6925 Commons Plaza ,4.7,30,"Juice and Smoothies, Fast Food, Healthy",1,"6925 Commons Plaza, Chesterfield, VA, 23832",23832,37.37576,-77.51057,1
11606,8,Subway  865 Port Republic Rd ,4.9,17,"Fast Food, Sandwich, American",1,"865 Port Republic Rd, Harrisonburg, VA, 22801",22801,38.423485,-78.8730525,1
14431,96,Chipotle Mexican Grill  6924 S Park Centre Dr ,4.6,66,"Healthy, Mexican",1,"6924 S Park Centre Dr, Cottonwood Heights, UT, 84047",84047,40.6256646,-111.8516622,1
14098,95,Marco's Pizza  55 E 2200 S ,4.9,16,"pizza, Sandwich",1,"55 E 2200 S, Bountiful, UT, 84010",84010,40.86631,-111.87999,1
17939,80,Kokee Tea  Hulen Mall ,4.7,21,"Asian, Desserts, Juice and Smoothies, Coffee and Tea",1,"4800 South Hulen Street, Fort Worth, TX, 76132",76132,32.6782183,-97.3980376,1
8526,127,DC Teriyaki,3.9,55,"Asian, Asian Fusion, Korean",1,"1713 Wilson Boulevard, Arlington, VA, 22209",22209,38.89403,-77.07851,1
1604,1,Taco Bell  1897 Velp Avenue ,4.4,71,"Burritos, Fast Food, Mexican",1,"1897 Velp Avenue, Green Bay, WI, 54303",54303,44.5560913,-88.0586688,1
4775,67,MOD Pizza  Vancouver ,4.8,27,"Salads, Pizza, Desserts, Healthy, Vegetarian Friendly, Kids Friendly",1,"19151 SE Mill Plain Blvd, Vancouver, WA, 98683",98683,45.6161355,-122.4782863,1
11452,208,Island Shrimp Co,4.4,34,"Seafood, American, Southern",1,"11500 Midlothian Turnpike, Richmond, VA, 23235",23235,37.5085231,-77.6087113,1
9326,75,Sam Phao Thai Cuisine,4.8,176,"Thai, Asian, Group Friendly",1,"1019 King St, Alexandria, VA, 22314",22314,38.8055893,-77.0510677,1
3717,7,MOD Pizza  Richland ,4.7,123,"Pizza, Desserts, Salads, American, Healthy, Vegetarian Friendly, Kids Friendly",1,"2671 Queensgate Dr, Richland, WA, 99352",99352,46.25662042,-119.3134739,1
17568,62,"Jimmy's Egg  6004 S. Broadway, Suite 100 ",4.5,30,"Burgers, American, Sandwiches",1,"6004 S Broadway Ave, Tyler, TX, 75703",75703,32.28401,-95.30427,1
1484,17,Qdoba Mexican Eats  6430 Green Bay Road ,4.7,34,"Mexican, Bowls, Salads",1,"6430 Green Bay Road, Kenosha, WI, 53142",53142,42.576396,-87.886365,1
